student_id,subject,quiz_score,quiz_accuracy,total_attempts,study_time_hours,average_time_per_question,completion_rate,previous_score,current_score,practice_questions,difficulty_level,time_management_score,consistency_score,timestamp
STU00140,Database,95.1,96.8,9,4.3,42.0,86.5,95.6,95.1,13,Medium,89.9,80.5,2025-10-17 07:00:00
STU00140,Web Development,99.3,100.0,10,2.7,48.2,92.6,95.1,99.3,22,Medium,89.5,82.0,2025-10-21 06:00:00
STU00140,Python,90.3,88.8,11,3.4,52.4,96.5,99.3,90.3,14,Medium,87.7,88.0,2025-10-25 08:00:00
STU00140,Data Structures,87.1,95.0,12,4.5,57.6,95.1,90.3,87.1,8,Medium,88.3,79.9,2025-10-29 05:00:00
STU00140,Algorithms,90.0,93.4,13,3.0,51.1,90.7,87.1,90.0,24,Medium,80.4,90.0,2025-11-02 03:00:00
STU00140,Database,97.8,100.0,14,4.3,45.5,99.3,90.0,97.8,16,Medium,82.9,82.8,2025-11-06 05:00:00
STU00140,Web Development,91.8,89.8,15,2.3,55.3,88.2,97.8,91.8,9,Medium,88.8,79.4,2025-11-10 06:00:00
STU00140,Python,100.0,96.1,16,2.3,49.1,85.9,91.8,100.0,11,Easy,93.2,85.6,2025-11-14 05:00:00
STU00140,Data Structures,99.2,100.0,17,3.1,44.2,97.2,100.0,99.2,8,Easy,92.5,83.6,2025-11-18 01:00:00
STU00140,Algorithms,96.1,96.0,18,2.4,49.4,97.1,99.2,96.1,23,Easy,93.0,79.0,2025-11-22 08:00:00
STU00140,Database,95.4,95.5,19,4.4,45.4,92.5,96.1,95.4,25,Hard,92.8,88.0,2025-11-26 08:00:00
STU00140,Web Development,97.5,98.2,20,3.8,47.6,91.3,95.4,97.5,17,Easy,86.1,79.0,2025-11-30 06:00:00
STU00141,Python,73.8,65.0,1,1.8,91.3,95.5,48.4,73.8,20,Easy,50.4,62.4,2025-09-11 07:00:00
STU00141,Data Structures,68.2,69.3,2,3.2,88.2,95.5,73.8,68.2,25,Medium,54.8,63.9,2025-09-15 04:00:00
STU00141,Algorithms,60.6,62.0,3,3.2,86.5,94.0,68.2,60.6,24,Medium,49.7,61.2,2025-09-19 05:00:00
STU00141,Database,76.4,75.4,4,3.9,91.6,97.2,60.6,76.4,23,Easy,43.2,58.7,2025-09-23 04:00:00
STU00141,Web Development,65.1,66.7,5,3.7,86.1,92.8,76.4,65.1,12,Easy,52.0,59.1,2025-09-27 05:00:00
STU00141,Python,54.9,57.4,6,1.8,88.8,96.0,65.1,54.9,9,Medium,50.0,56.7,2025-10-01 07:00:00
STU00141,Data Structures,68.0,66.1,7,2.1,73.3,100.0,54.9,68.0,22,Easy,46.9,58.9,2025-10-05 08:00:00
STU00141,Algorithms,57.6,59.0,8,2.1,87.9,94.0,68.0,57.6,22,Medium,50.0,61.1,2025-10-09 07:00:00
STU00141,Database,59.4,60.1,9,3.7,75.8,93.1,57.6,59.4,23,Medium,46.9,51.4,2025-10-13 08:00:00
STU00141,Web Development,66.8,65.7,10,1.7,75.5,95.0,59.4,66.8,10,Medium,50.7,61.9,2025-10-17 02:00:00
STU00141,Python,53.8,56.6,11,3.5,88.7,96.2,66.8,53.8,15,Medium,52.5,60.8,2025-10-21 05:00:00
STU00141,Data Structures,69.2,67.3,12,3.6,74.7,89.4,53.8,69.2,15,Easy,47.9,64.8,2025-10-25 01:00:00
STU00141,Algorithms,54.4,58.8,13,3.3,88.5,96.4,69.2,54.4,11,Medium,46.2,63.6,2025-10-29 06:00:00
STU00141,Database,71.8,72.6,14,4.0,78.2,92.8,54.4,71.8,20,Medium,48.6,58.9,2025-11-02 05:00:00
STU00141,Web Development,68.6,72.5,15,2.6,78.5,91.9,71.8,68.6,8,Medium,51.5,58.9,2025-11-06 06:00:00
STU00141,Python,76.5,76.1,16,3.3,82.0,94.6,68.6,76.5,19,Medium,50.5,64.7,2025-11-10 05:00:00
STU00141,Data Structures,73.7,70.0,17,2.4,78.0,97.4,76.5,73.7,18,Easy,47.8,69.2,2025-11-14 01:00:00
STU00141,Algorithms,59.6,60.0,18,2.5,63.6,97.1,73.7,59.6,24,Medium,41.8,58.2,2025-11-18 03:00:00
STU00141,Database,88.6,82.5,19,1.8,87.7,92.0,59.6,88.6,22,Medium,49.9,53.9,2025-11-22 01:00:00
STU00141,Web Development,59.0,61.6,20,3.4,84.9,95.9,88.6,59.0,13,Hard,48.3,61.7,2025-11-26 08:00:00
STU00142,Python,84.9,82.3,1,3.4,72.5,100.0,59.5,84.9,23,Medium,63.5,81.3,2025-09-20 07:00:00
STU00142,Data Structures,63.4,63.3,2,2.7,77.9,92.1,84.9,63.4,13,Medium,57.4,86.3,2025-09-24 05:00:00
STU00142,Algorithms,71.9,75.2,3,1.8,81.6,90.0,63.4,71.9,24,Medium,55.5,77.9,2025-09-28 08:00:00
STU00142,Database,65.8,70.0,4,3.4,75.4,93.9,71.9,65.8,15,Medium,58.7,80.0,2025-10-02 08:00:00
STU00142,Web Development,63.6,70.6,5,2.9,75.4,100.0,65.8,63.6,13,Medium,60.4,81.0,2025-10-06 02:00:00
STU00142,Python,89.5,88.3,6,2.6,80.1,94.6,63.6,89.5,15,Easy,63.3,81.7,2025-10-10 06:00:00
STU00142,Data Structures,73.3,70.3,7,1.9,73.8,96.2,89.5,73.3,23,Medium,63.4,81.2,2025-10-14 04:00:00
STU00142,Algorithms,77.3,71.8,8,2.4,69.1,99.1,73.3,77.3,17,Hard,67.8,81.5,2025-10-18 06:00:00
STU00142,Database,81.1,78.7,9,1.9,84.1,100.0,77.3,81.1,16,Easy,61.7,81.1,2025-10-22 01:00:00
STU00142,Web Development,73.0,72.9,10,3.3,73.9,92.8,81.1,73.0,9,Medium,59.2,81.8,2025-10-26 02:00:00
STU00142,Python,84.0,78.9,11,3.5,59.3,99.5,73.0,84.0,15,Hard,60.5,76.4,2025-10-30 04:00:00
STU00142,Data Structures,67.6,64.7,12,1.8,61.5,100.0,84.0,67.6,18,Medium,57.8,75.3,2025-11-03 05:00:00
STU00142,Algorithms,81.8,83.0,13,2.2,78.1,91.9,67.6,81.8,22,Easy,61.7,66.7,2025-11-07 06:00:00
STU00142,Database,63.1,64.0,14,3.1,78.1,95.7,81.8,63.1,17,Medium,63.1,79.7,2025-11-11 04:00:00
STU00142,Web Development,78.6,77.0,15,2.4,78.6,95.9,63.1,78.6,18,Easy,62.3,78.4,2025-11-15 01:00:00
STU00142,Python,92.1,92.1,16,2.7,71.5,93.5,78.6,92.1,22,Easy,61.9,76.6,2025-11-19 05:00:00
STU00142,Data Structures,62.1,57.5,17,2.7,69.5,95.4,92.1,62.1,16,Hard,57.7,78.9,2025-11-23 04:00:00
STU00142,Algorithms,85.5,86.4,18,1.5,62.9,91.6,62.1,85.5,12,Easy,56.7,83.4,2025-11-27 03:00:00
STU00142,Database,67.2,65.0,19,2.0,68.7,95.7,85.5,67.2,25,Hard,57.1,84.8,2025-12-01 05:00:00
STU00142,Web Development,73.2,74.0,20,1.6,74.6,94.3,67.2,73.2,13,Medium,62.5,77.8,2025-12-05 06:00:00
STU00143,Python,60.5,61.3,1,3.8,84.0,89.0,37.4,60.5,17,Medium,43.0,62.4,2025-09-13 01:00:00
STU00143,Data Structures,56.1,57.9,2,3.2,78.4,90.0,60.5,56.1,15,Easy,38.7,51.8,2025-09-17 05:00:00
STU00143,Algorithms,49.5,48.5,3,1.9,86.3,93.1,56.1,49.5,23,Hard,38.6,54.9,2025-09-21 07:00:00
STU00143,Database,46.7,50.6,4,3.4,75.7,99.4,49.5,46.7,22,Medium,40.3,48.5,2025-09-25 03:00:00
STU00143,Web Development,66.8,63.8,5,2.2,79.6,89.2,46.7,66.8,12,Medium,39.4,57.3,2025-09-29 04:00:00
STU00143,Python,54.5,60.4,6,1.9,77.4,93.4,66.8,54.5,12,Easy,39.4,56.9,2025-10-03 07:00:00
STU00143,Data Structures,54.7,53.9,7,3.9,78.1,100.0,54.5,54.7,18,Hard,40.3,55.1,2025-10-07 03:00:00
STU00143,Algorithms,64.7,64.0,8,1.5,83.6,95.1,54.7,64.7,12,Medium,35.9,55.5,2025-10-11 01:00:00
STU00143,Database,47.7,50.2,9,2.4,83.2,86.1,64.7,47.7,12,Medium,32.6,59.9,2025-10-15 07:00:00
STU00143,Web Development,68.8,65.0,10,2.3,77.7,100.0,47.7,68.8,15,Medium,46.7,44.9,2025-10-19 08:00:00
STU00143,Python,63.5,67.0,11,2.0,70.0,98.3,68.8,63.5,13,Easy,50.1,61.5,2025-10-23 02:00:00
STU00143,Data Structures,66.3,66.3,12,1.9,79.4,100.0,63.5,66.3,16,Easy,47.1,54.9,2025-10-27 07:00:00
STU00143,Algorithms,52.1,59.9,13,3.8,72.0,100.0,66.3,52.1,10,Hard,38.8,59.5,2025-10-31 04:00:00
STU00143,Database,61.2,57.7,14,2.9,86.1,96.8,52.1,61.2,8,Easy,38.6,52.2,2025-11-04 06:00:00
STU00143,Web Development,68.9,71.7,15,3.6,80.5,93.9,61.2,68.9,12,Easy,32.1,48.8,2025-11-08 05:00:00
STU00143,Python,56.0,56.1,16,3.9,82.5,100.0,68.9,56.0,19,Hard,35.3,52.0,2025-11-12 01:00:00
STU00143,Data Structures,60.0,60.1,17,1.6,79.3,95.8,56.0,60.0,23,Medium,43.2,57.8,2025-11-16 02:00:00
STU00143,Algorithms,72.8,73.2,18,2.1,86.0,94.8,60.0,72.8,21,Medium,41.5,54.5,2025-11-20 04:00:00
STU00143,Database,50.3,53.9,19,3.1,75.8,85.5,72.8,50.3,11,Easy,37.0,57.7,2025-11-24 01:00:00
STU00143,Web Development,66.8,70.2,20,2.8,82.0,87.3,50.3,66.8,17,Easy,45.4,55.0,2025-11-28 01:00:00
STU00144,Python,93.2,93.4,1,3.4,44.9,97.1,79.9,93.2,17,Medium,87.6,88.3,2025-09-20 03:00:00
STU00144,Data Structures,78.6,81.7,2,2.3,43.0,98.8,93.2,78.6,18,Hard,100.0,99.6,2025-09-24 05:00:00
STU00144,Algorithms,98.0,90.7,3,2.6,30.6,92.8,78.6,98.0,18,Medium,99.2,91.1,2025-09-28 05:00:00
STU00144,Database,82.4,82.2,4,3.7,47.5,92.7,98.0,82.4,14,Hard,99.4,87.5,2025-10-02 02:00:00
STU00144,Web Development,98.4,100.0,5,2.9,39.2,96.0,82.4,98.4,25,Medium,98.0,91.0,2025-10-06 07:00:00
STU00144,Python,91.2,94.7,6,4.1,35.8,97.7,98.4,91.2,16,Medium,86.7,87.3,2025-10-10 02:00:00
STU00144,Data Structures,98.7,100.0,7,2.4,25.8,99.2,91.2,98.7,24,Easy,91.2,95.2,2025-10-14 08:00:00
STU00144,Algorithms,100.0,99.1,8,2.2,42.6,99.4,98.7,100.0,11,Medium,91.1,95.5,2025-10-18 03:00:00
STU00144,Database,95.0,88.0,9,3.4,39.2,95.3,100.0,95.0,9,Hard,88.7,94.8,2025-10-22 07:00:00
STU00144,Web Development,97.5,100.0,10,4.0,40.8,98.8,95.0,97.5,12,Easy,94.3,86.6,2025-10-26 04:00:00
STU00144,Python,100.0,99.4,11,4.4,37.9,93.0,97.5,100.0,19,Medium,90.5,97.1,2025-10-30 03:00:00
STU00144,Data Structures,89.1,88.4,12,4.0,32.1,96.2,100.0,89.1,19,Hard,94.5,92.3,2025-11-03 04:00:00
STU00144,Algorithms,100.0,100.0,13,2.0,29.3,91.6,89.1,100.0,8,Easy,96.5,91.7,2025-11-07 08:00:00
STU00144,Database,95.5,96.3,14,4.4,51.3,96.7,100.0,95.5,16,Medium,100.0,98.1,2025-11-11 04:00:00
STU00144,Web Development,94.3,95.6,15,3.3,25.0,98.8,95.5,94.3,16,Medium,89.5,90.2,2025-11-15 08:00:00
STU00144,Python,87.8,88.4,16,3.2,38.2,95.3,94.3,87.8,23,Hard,93.4,98.1,2025-11-19 05:00:00
STU00144,Data Structures,89.7,86.5,17,4.0,37.8,93.4,87.8,89.7,23,Medium,100.0,93.8,2025-11-23 05:00:00
STU00144,Algorithms,100.0,100.0,18,4.1,40.4,93.3,89.7,100.0,22,Easy,86.5,97.4,2025-11-27 06:00:00
STU00144,Database,91.2,96.6,19,3.8,35.8,98.9,100.0,91.2,24,Hard,92.1,95.0,2025-12-01 03:00:00
STU00144,Web Development,100.0,100.0,20,2.4,25.0,94.7,91.2,100.0,10,Easy,94.0,100.0,2025-12-05 08:00:00
STU00145,Python,75.2,73.8,1,2.5,48.7,93.9,73.7,75.2,8,Medium,80.4,91.7,2025-09-10 05:00:00
STU00145,Data Structures,68.7,67.2,2,2.2,44.1,89.8,75.2,68.7,11,Hard,80.8,84.1,2025-09-14 07:00:00
STU00145,Algorithms,84.8,82.8,3,2.6,42.0,95.9,68.7,84.8,17,Easy,77.2,92.8,2025-09-18 08:00:00
STU00145,Database,88.0,89.7,4,3.0,34.4,98.3,84.8,88.0,21,Hard,75.3,93.8,2025-09-22 08:00:00
STU00145,Web Development,82.0,81.7,5,3.7,50.1,91.6,88.0,82.0,12,Hard,78.3,86.8,2025-09-26 06:00:00
STU00145,Python,73.9,72.0,6,3.6,32.2,94.4,82.0,73.9,25,Hard,67.9,88.5,2025-09-30 08:00:00
STU00145,Data Structures,90.3,90.1,7,2.2,36.7,91.4,73.9,90.3,9,Easy,76.5,91.4,2025-10-04 08:00:00
STU00145,Algorithms,76.0,76.9,8,2.7,49.0,97.7,90.3,76.0,12,Medium,78.5,96.0,2025-10-08 07:00:00
STU00145,Database,100.0,100.0,9,2.6,41.6,95.6,76.0,100.0,14,Easy,88.6,88.6,2025-10-12 04:00:00
STU00145,Web Development,100.0,100.0,10,4.0,30.2,94.7,100.0,100.0,20,Easy,78.4,92.3,2025-10-16 06:00:00
STU00145,Python,89.3,86.0,11,2.9,35.4,94.2,100.0,89.3,10,Easy,80.5,92.6,2025-10-20 08:00:00
STU00145,Data Structures,72.6,76.1,12,2.8,52.1,91.1,89.3,72.6,25,Hard,82.7,93.1,2025-10-24 02:00:00
STU00145,Algorithms,94.1,95.6,13,4.3,26.8,98.4,72.6,94.1,14,Medium,83.0,83.9,2025-10-28 06:00:00
STU00145,Database,94.4,93.5,14,3.2,33.4,94.5,94.1,94.4,20,Medium,86.3,85.1,2025-11-01 02:00:00
STU00145,Web Development,95.6,94.6,15,3.1,29.1,91.6,94.4,95.6,21,Medium,80.5,86.3,2025-11-05 04:00:00
STU00145,Python,96.7,97.7,16,3.1,43.0,89.1,95.6,96.7,23,Easy,85.6,87.6,2025-11-09 07:00:00
STU00145,Data Structures,75.0,80.5,17,2.2,38.3,93.5,96.7,75.0,23,Medium,83.3,83.5,2025-11-13 01:00:00
STU00145,Algorithms,94.2,89.8,18,3.7,35.3,95.4,75.0,94.2,25,Medium,85.5,87.4,2025-11-17 02:00:00
STU00145,Database,86.3,88.5,19,2.2,42.4,95.8,94.2,86.3,19,Hard,80.8,84.7,2025-11-21 05:00:00
STU00145,Web Development,97.4,96.5,20,2.1,30.4,97.7,86.3,97.4,14,Medium,79.3,86.4,2025-11-25 04:00:00
STU00146,Python,45.6,49.6,1,3.6,102.5,96.3,36.5,45.6,13,Medium,62.3,49.5,2025-09-12 05:00:00
STU00146,Data Structures,54.2,53.5,2,1.5,105.5,93.5,45.6,54.2,15,Easy,59.1,44.6,2025-09-16 08:00:00
STU00146,Algorithms,65.1,64.9,3,2.0,106.1,95.8,54.2,65.1,22,Easy,48.7,46.9,2025-09-20 03:00:00
STU00146,Database,36.7,43.3,4,1.8,102.3,91.7,65.1,36.7,15,Easy,50.9,46.6,2025-09-24 05:00:00
STU00146,Web Development,49.2,47.2,5,3.9,95.0,97.9,36.7,49.2,11,Medium,52.4,55.5,2025-09-28 03:00:00
STU00146,Python,49.9,46.0,6,2.1,99.3,100.0,49.2,49.9,12,Hard,52.7,44.8,2025-10-02 01:00:00
STU00146,Data Structures,48.8,43.0,7,1.7,104.7,90.0,49.9,48.8,15,Medium,51.2,42.4,2025-10-06 07:00:00
STU00146,Algorithms,49.8,57.8,8,3.1,94.6,97.2,48.8,49.8,17,Easy,56.4,42.1,2025-10-10 04:00:00
STU00146,Database,47.9,47.2,9,3.7,98.7,92.9,49.8,47.9,11,Medium,53.9,44.5,2025-10-14 08:00:00
STU00146,Web Development,47.5,50.2,10,2.7,109.6,90.3,47.9,47.5,13,Easy,60.3,49.6,2025-10-18 07:00:00
STU00146,Python,48.7,43.6,11,3.3,102.7,90.0,47.5,48.7,18,Hard,53.6,45.6,2025-10-22 05:00:00
STU00146,Data Structures,49.6,47.5,12,2.2,96.5,100.0,48.7,49.6,21,Medium,52.0,44.7,2025-10-26 03:00:00
STU00146,Algorithms,51.9,56.0,13,2.7,102.3,100.0,49.6,51.9,22,Medium,50.9,49.2,2025-10-30 06:00:00
STU00146,Database,51.0,53.9,14,3.7,88.3,96.7,51.9,51.0,23,Easy,58.9,49.7,2025-11-03 04:00:00
STU00146,Web Development,56.6,56.1,15,3.0,101.7,91.5,51.0,56.6,14,Easy,53.2,44.7,2025-11-07 07:00:00
STU00146,Python,49.0,48.1,16,2.5,92.3,94.4,56.6,49.0,13,Medium,51.4,45.2,2025-11-11 08:00:00
STU00146,Data Structures,51.7,48.6,17,2.0,97.7,98.0,49.0,51.7,20,Medium,50.4,51.9,2025-11-15 07:00:00
STU00146,Algorithms,53.7,55.6,18,2.3,94.5,88.5,51.7,53.7,18,Hard,57.1,48.7,2025-11-19 04:00:00
STU00146,Database,71.5,67.8,19,2.4,95.3,87.5,53.7,71.5,23,Easy,49.9,50.0,2025-11-23 06:00:00
STU00146,Web Development,53.9,55.5,20,3.5,104.5,95.6,71.5,53.9,15,Medium,53.4,42.1,2025-11-27 06:00:00
STU00147,Python,86.3,87.8,1,3.8,39.7,95.6,72.6,86.3,23,Easy,82.9,84.8,2025-09-07 02:00:00
STU00147,Data Structures,90.7,89.7,2,3.5,34.9,95.9,86.3,90.7,15,Easy,84.4,81.8,2025-09-11 03:00:00
STU00147,Algorithms,98.1,94.0,3,2.4,49.2,91.3,90.7,98.1,12,Easy,86.7,89.0,2025-09-15 01:00:00
STU00147,Database,92.2,98.3,4,3.4,47.8,91.9,98.1,92.2,8,Easy,79.7,85.1,2025-09-19 06:00:00
STU00147,Web Development,85.7,86.8,5,2.5,47.4,95.0,92.2,85.7,23,Easy,78.8,87.6,2025-09-23 01:00:00
STU00147,Python,90.6,90.7,6,3.0,46.9,94.5,85.7,90.6,17,Easy,82.8,81.5,2025-09-27 01:00:00
STU00147,Data Structures,88.7,85.3,7,3.3,48.6,90.4,90.6,88.7,8,Medium,80.3,83.4,2025-10-01 03:00:00
STU00147,Algorithms,99.7,96.8,8,2.5,33.8,99.6,88.7,99.7,12,Easy,86.0,92.7,2025-10-05 03:00:00
STU00147,Database,100.0,100.0,9,4.4,38.2,86.9,99.7,100.0,25,Easy,86.2,79.1,2025-10-09 03:00:00
STU00147,Web Development,82.8,85.9,10,2.5,39.7,92.4,100.0,82.8,16,Medium,91.7,76.3,2025-10-13 07:00:00
STU00147,Python,100.0,100.0,11,3.5,41.6,93.3,82.8,100.0,9,Easy,91.9,83.1,2025-10-17 07:00:00
STU00147,Data Structures,93.6,90.4,12,3.3,33.0,94.4,100.0,93.6,13,Easy,83.4,87.1,2025-10-21 05:00:00
STU00147,Algorithms,76.6,81.4,13,3.6,44.4,93.0,93.6,76.6,24,Hard,89.2,82.6,2025-10-25 06:00:00
STU00147,Database,95.2,97.3,14,4.1,45.5,94.6,76.6,95.2,15,Medium,87.3,80.4,2025-10-29 01:00:00
STU00147,Web Development,100.0,98.6,15,3.5,42.6,89.6,95.2,100.0,14,Easy,79.2,84.3,2025-11-02 04:00:00
STU00147,Python,92.2,93.4,16,3.7,46.9,100.0,100.0,92.2,8,Medium,86.3,85.4,2025-11-06 06:00:00
STU00147,Data Structures,98.7,95.5,17,2.9,44.1,100.0,92.2,98.7,15,Easy,85.4,80.4,2025-11-10 04:00:00
STU00147,Algorithms,96.8,96.7,18,2.2,36.3,95.2,98.7,96.8,11,Medium,75.4,81.4,2025-11-14 08:00:00
STU00147,Database,100.0,100.0,19,2.0,40.4,92.6,96.8,100.0,22,Easy,80.3,84.4,2025-11-18 01:00:00
STU00147,Web Development,100.0,98.7,20,4.5,40.8,85.2,100.0,100.0,20,Easy,89.1,78.4,2025-11-22 04:00:00
STU00148,Python,49.2,50.2,1,3.9,99.0,97.3,30.4,49.2,25,Medium,42.7,47.4,2025-09-07 03:00:00
STU00148,Data Structures,52.1,51.6,2,1.6,91.5,100.0,49.2,52.1,24,Medium,52.8,47.3,2025-09-11 04:00:00
STU00148,Algorithms,47.0,48.5,3,2.0,96.3,98.9,52.1,47.0,8,Easy,52.6,48.0,2025-09-15 04:00:00
STU00148,Database,52.3,52.8,4,3.3,83.8,100.0,47.0,52.3,20,Easy,46.0,48.7,2025-09-19 01:00:00
STU00148,Web Development,35.9,33.8,5,2.9,89.2,92.6,52.3,35.9,14,Hard,46.7,50.2,2025-09-23 01:00:00
STU00148,Python,57.6,55.5,6,1.8,76.4,98.7,35.9,57.6,25,Easy,42.9,47.9,2025-09-27 01:00:00
STU00148,Data Structures,59.0,56.2,7,2.1,92.6,98.8,57.6,59.0,8,Easy,45.3,47.8,2025-10-01 05:00:00
STU00148,Algorithms,54.6,55.7,8,3.1,102.7,96.4,59.0,54.6,8,Easy,43.1,48.8,2025-10-05 05:00:00
STU00148,Database,50.3,47.6,9,3.5,93.9,95.1,54.6,50.3,18,Medium,46.5,49.6,2025-10-09 08:00:00
STU00148,Web Development,37.2,37.2,10,2.6,79.1,95.3,50.3,37.2,25,Medium,43.2,44.4,2025-10-13 01:00:00
STU00148,Python,46.4,51.2,11,2.3,83.0,94.8,37.2,46.4,8,Medium,52.2,51.2,2025-10-17 08:00:00
STU00148,Data Structures,61.2,61.5,12,3.3,80.2,93.5,46.4,61.2,11,Easy,47.6,42.7,2025-10-21 04:00:00
STU00148,Algorithms,56.0,55.1,13,3.6,87.8,99.2,61.2,56.0,14,Easy,47.7,42.8,2025-10-25 02:00:00
STU00148,Database,45.8,44.4,14,1.6,86.3,96.4,56.0,45.8,23,Hard,39.9,41.0,2025-10-29 08:00:00
STU00148,Web Development,40.0,38.9,15,2.2,80.1,100.0,45.8,40.0,22,Medium,36.7,43.2,2025-11-02 07:00:00
STU00148,Python,61.2,57.8,16,3.5,86.6,96.4,40.0,61.2,8,Hard,43.6,49.9,2025-11-06 02:00:00
STU00148,Data Structures,44.7,46.0,17,1.7,101.2,100.0,61.2,44.7,16,Hard,46.3,43.5,2025-11-10 07:00:00
STU00148,Algorithms,48.9,48.2,18,1.7,88.0,93.4,44.7,48.9,20,Medium,44.6,45.0,2025-11-14 01:00:00
STU00148,Database,55.3,54.5,19,1.7,95.2,90.2,48.9,55.3,22,Medium,44.8,45.7,2025-11-18 03:00:00
STU00148,Web Development,54.3,45.6,20,3.9,83.6,99.5,55.3,54.3,13,Medium,39.3,48.9,2025-11-22 06:00:00
STU00149,Python,55.3,54.8,1,3.0,85.9,94.1,41.0,55.3,18,Medium,50.1,52.2,2025-09-12 01:00:00
STU00149,Data Structures,63.8,62.8,2,2.1,72.6,94.9,55.3,63.8,14,Easy,51.1,53.2,2025-09-16 05:00:00
STU00149,Algorithms,52.9,51.3,3,2.6,77.9,93.5,63.8,52.9,20,Medium,53.8,56.6,2025-09-20 04:00:00
STU00149,Database,50.3,51.7,4,2.5,82.1,92.7,52.9,50.3,15,Medium,47.1,69.9,2025-09-24 04:00:00
STU00149,Web Development,59.9,64.3,5,3.1,83.4,95.7,50.3,59.9,21,Medium,53.8,63.2,2025-09-28 01:00:00
STU00149,Python,69.5,67.3,6,3.2,80.3,100.0,59.9,69.5,18,Easy,56.3,67.5,2025-10-02 04:00:00
STU00149,Data Structures,48.4,49.0,7,3.7,82.5,99.2,69.5,48.4,17,Medium,52.1,63.9,2025-10-06 02:00:00
STU00149,Algorithms,57.1,57.8,8,3.7,82.2,94.3,48.4,57.1,11,Medium,49.6,60.8,2025-10-10 05:00:00
STU00149,Database,61.5,61.2,9,3.4,86.8,97.5,57.1,61.5,17,Easy,55.1,65.2,2025-10-14 05:00:00
STU00149,Web Development,63.8,64.5,10,3.1,89.5,100.0,61.5,63.8,16,Easy,52.8,54.5,2025-10-18 03:00:00
STU00149,Python,56.6,52.7,11,3.7,83.2,94.9,63.8,56.6,22,Hard,52.2,56.7,2025-10-22 08:00:00
STU00149,Data Structures,58.8,61.4,12,3.6,84.2,96.3,56.6,58.8,11,Easy,51.9,71.5,2025-10-26 02:00:00
STU00149,Algorithms,59.3,53.2,13,1.9,78.5,92.3,58.8,59.3,18,Medium,59.8,58.3,2025-10-30 03:00:00
STU00149,Database,68.5,68.5,14,2.8,82.5,98.1,59.3,68.5,17,Easy,55.2,58.5,2025-11-03 08:00:00
STU00149,Web Development,69.6,70.6,15,2.3,78.0,83.1,68.5,69.6,10,Medium,57.7,57.5,2025-11-07 01:00:00
STU00149,Python,62.3,63.1,16,1.6,81.0,90.0,69.6,62.3,21,Medium,52.9,64.5,2025-11-11 05:00:00
STU00149,Data Structures,68.3,63.6,17,1.7,84.3,92.2,62.3,68.3,9,Medium,52.3,60.5,2025-11-15 02:00:00
STU00149,Algorithms,62.9,60.9,18,1.8,83.6,92.9,68.3,62.9,12,Medium,52.3,57.6,2025-11-19 07:00:00
STU00149,Database,69.6,71.5,19,4.0,83.7,100.0,62.9,69.6,25,Easy,41.5,66.8,2025-11-23 04:00:00
STU00149,Web Development,64.8,61.4,20,3.7,78.8,100.0,69.6,64.8,25,Medium,51.6,63.9,2025-11-27 08:00:00
STU00150,Python,72.5,69.8,1,2.1,70.8,95.2,64.1,72.5,25,Medium,71.3,78.1,2025-09-14 06:00:00
STU00150,Data Structures,75.3,80.8,2,3.3,73.1,89.8,72.5,75.3,22,Medium,75.9,77.9,2025-09-18 07:00:00
STU00150,Algorithms,68.3,68.0,3,2.8,73.5,94.5,75.3,68.3,18,Easy,64.8,78.9,2025-09-22 04:00:00
STU00150,Database,84.7,83.8,4,1.7,71.8,97.1,68.3,84.7,16,Easy,69.4,73.9,2025-09-26 06:00:00
STU00150,Web Development,84.3,87.5,5,3.9,68.8,100.0,84.7,84.3,8,Easy,73.5,75.4,2025-09-30 07:00:00
STU00150,Python,77.1,76.9,6,3.0,74.9,98.3,84.3,77.1,22,Medium,73.4,76.6,2025-10-04 08:00:00
STU00150,Data Structures,90.6,89.7,7,2.8,77.1,96.7,77.1,90.6,12,Easy,64.5,84.1,2025-10-08 05:00:00
STU00150,Algorithms,63.9,65.0,8,2.2,72.0,94.3,90.6,63.9,19,Hard,75.5,78.3,2025-10-12 04:00:00
STU00150,Database,92.6,88.0,9,3.1,67.4,95.8,63.9,92.6,18,Easy,74.3,79.9,2025-10-16 07:00:00
STU00150,Web Development,73.5,76.1,10,3.7,60.7,95.7,92.6,73.5,25,Hard,72.8,72.2,2025-10-20 06:00:00
STU00150,Python,79.9,78.3,11,3.9,81.9,92.5,73.5,79.9,17,Medium,63.8,82.3,2025-10-24 01:00:00
STU00150,Data Structures,92.7,91.1,12,1.9,63.1,95.8,79.9,92.7,13,Easy,66.3,75.3,2025-10-28 07:00:00
STU00150,Algorithms,74.7,77.6,13,2.1,84.0,88.0,92.7,74.7,9,Easy,74.7,84.6,2025-11-01 06:00:00
STU00150,Database,97.6,96.8,14,1.7,70.6,94.3,74.7,97.6,12,Easy,69.2,82.9,2025-11-05 06:00:00
STU00150,Web Development,82.2,85.4,15,1.7,82.0,94.7,97.6,82.2,23,Medium,67.9,81.0,2025-11-09 03:00:00
STU00150,Python,81.8,77.4,16,3.4,74.6,95.2,82.2,81.8,19,Medium,72.6,82.0,2025-11-13 04:00:00
